"filename";"color";"type";"value"
"2015-60444-15.pdf";"142,221,249";"2";"Пределы допускаемой относительной погрешности ИК при измерении активной электрической энергии (δ), в рабочих % условиях эксплуатации АИИС КУЭ (δ), % δ1(2)%, δ5 %, δ20 %, δ100"
"2015-60444-15.pdf";"142,221,249";"2";"3 -"
"2015-60509-15.pdf";"255,240,102";"0";"Система учёта электроэнергии автоматизированная (АИИС КУЭ) информационно-измерительная ТРК «Щука» коммерческого учёта электроэнергии (АИИС КУЭ) ТРК «Щука»"
"2015-60509-15.pdf";"142,221,249";"2";"± %"
"2015-60509-15.pdf";"142,221,249";"2";"9"
"2015-60518-15.pdf";"255,255,0";"0";"Делитель напряжения Ross VD60-0-BD-LD-ALF"
"2015-60518-15.pdf";"0,255,0";"1";"кВ"
"2015-60518-15.pdf";"0,174,237";"2";"± 0,01"
"2015-60530-15.pdf";"255,255,0";"0";"Система автоматизированная информационно-измерительная 330 «Мончегорск» коммерческого учета электроэнергии АИИС КУЭ ЕНЭС ПС 330 кВ «Мончегорск»"
"2015-60530-15.pdf";"0,174,237";"2";"Пределы допускаемой относительной погрешности ИК при измерении активной электрической энергии (δ), в рабочих условиях эксплуатации АИИС КУЭ (δ), %"
"2015-60530-15.pdf";"0,174,237";"2";"δ100 %, %≤Iизм≤I120%"
"2015-60530-15.pdf";"0,174,237";"2";"±0,9"
"2015-60558-15.pdf";"255,255,0";"0";"Термометры биметаллические исполнения GT500-6"
"2015-60558-15.pdf";"0,255,0";"1";"°С:…………………….………………..от °С………………………………………………………………….2"
"2015-60558-15.pdf";"0,174,237";"2";"±1"
"2015-60765-15.pdf";"255,255,0";"0";"Анализаторы спектра N9040В"
"2015-60765-15.pdf";"0,174,237";"2";"Пределы допускаемой относительной год: погрешности частоты опорного - кварцевого генератора за год: - - стандартная J7203A комплектация"
"2015-60765-15.pdf";"0,174,237";"2";"±1∙10-9"
"2016-11433-09.pdf";"255,240,102";"0";"ДСС Манометры и ДСП дифференциальные сильфонные самопишущие и показывающие ДСС и ДСП"
"2016-11433-09.pdf";"124,240,102";"1";"3;"
"2016-11433-09.pdf";"142,221,249";"2";"±1,5"
"2015-60942-15.pdf";"255,255,0";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная коммерческого учета электроэнергии «РЖД» (АИИС КУЭ) подстанций Октябрьской железной дороги филиала ОАО «РЖД» в границах Калининградской области"
"2015-60942-15.pdf";"0,174,237";"2";"Основ- ная погрешн ость, % ость, %"
"2015-60942-15.pdf";"0,174,237";"2";"± 1,2"
"2015-60970-15.pdf";"255,240,102";"0";"Установка «РЭКЛА-1М» поверочная средств измерений счетной концентрации лёгких аэроионов «РЭКЛА-1М»"
"2015-60970-15.pdf";"124,240,102";"1";"0)⋅10m"
"2015-60970-15.pdf";"142,221,249";"2";"± 20 аэроионов, м-3,"
"2015-60977-15.pdf";"255,255,0";"0";"pH-метры GF"
"2015-60977-15.pdf";"0,174,237";"2";"измерений, Пределы допускаемой абсолютной погрешности измерений, рН"
"2015-60977-15.pdf";"0,174,237";"2";"±0,03"
"2015-60977-15.pdf";"0,255,0";"1";"pH:"
"2015-61081-15.pdf";"255,240,102";"0";"Станции актинометрические СФ-14"
"2015-61081-15.pdf";"124,240,102";"1";"кВт/м2 кВт/м2"
"2015-61081-15.pdf";"142,221,249";"2";"± 4 радиации, кВт/м2 0,01"
"2015-61248-15.pdf";"255,240,102";"0";"Радиометры альфа-, бета- излучения РИАБ-4"
"2015-61248-15.pdf";"124,240,102";"1";"Бк Пределы основной относительной погрешности от 2 до 1·104 погрешности измерения при"
"2015-61248-15.pdf";"142,221,249";"2";"± 100"
"2015-61248-15.pdf";"142,221,249";"2";"±15 при"
"2015-61323-15.pdf";"255,240,102";"0";"Мерники металлические IMS"
"2015-61323-15.pdf";"124,240,102";"1";"дм 3"
"2015-61323-15.pdf";"142,221,249";"2";"относительной Пределы допускаемой относительной погрешности, % погрешности, %"
"2015-61501-15.pdf";"255,240,102";"0";"Датчики MT-1032xxx, силоизмерительные MT-1040xxx тензорезисторные MT-1010xxx, MT-1020xxx, MT-1032xxx, MT-1040xxx"
"2015-61501-15.pdf";"124,240,102";"1";"мВ/В Категория"
"2015-61858-15.pdf";"255,255,0";"0";"Камеры тепловизионные портативные FLIR модели C2"
"2015-61858-15.pdf";"0,255,0";"1";"°С (или"
"2015-61858-15.pdf";"0,174,237";"2";"±2 %"
"2015-61862-15.pdf";"255,255,0";"0";"Теплосчетчики ЛОГИКА 1961"
"2015-61862-15.pdf";"0,255,0";"1";"Диапазон измерения давления: массового расхода: 0 25"
"2015-61862-15.pdf";"0,255,0";"1";"м3/ч."
"2015-61862-15.pdf";"0,255,0";"1";"Диапазон измерения давления: температуры:"
"2015-61862-15.pdf";"0,255,0";"1";"МПа. 50"
"2015-61862-15.pdf";"0,255,0";"1";"2·10−5"
"2015-61862-15.pdf";"0,255,0";"1";"°С."
"2015-61862-15.pdf";"0,255,0";"1";"Диапазон измерения объема: массы:"
"2015-61862-15.pdf";"0,255,0";"1";"т. м3."
"2015-61862-15.pdf";"0,255,0";"1";"Диапазон измерения массы:"
"2015-61862-15.pdf";"0,255,0";"1";"6·10−7 т."
"2015-61862-15.pdf";"0,255,0";"1";"Диапазон измерения тепловой энергии:"
"2015-61862-15.pdf";"0,255,0";"1";"ГДж."
"2015-61862-15.pdf";"0,174,237";"2";"± 0,6 1 %. %."
"2015-61862-15.pdf";"0,174,237";"2";"± 0,01 %."
"2015-61871-15.pdf";"255,240,102";"0";"Анализаторы Catalyst One биохимические автоматические ветеринарные Catalyst*Dx и Catalyst One"
"2015-61871-15.pdf";"124,240,102";"1";"23"
"2015-61871-15.pdf";"124,240,102";"1";"4"
"2015-61871-15.pdf";"124,240,102";"1";"1"
"2015-61871-15.pdf";"124,240,102";"1";"17 изме-"
"2015-61871-15.pdf";"142,221,249";"2";"± 15 холестерина,"
"2015-61871-15.pdf";"142,221,249";"2";"± 15 глюкозы,"
"2015-61871-15.pdf";"142,221,249";"2";"± 15 ионов,"
"2015-61871-15.pdf";"142,221,249";"2";"± 10"
"2015-61877-15.pdf";"255,255,0";"0";"Теплосчётчики Sanext серии М"
"2015-61877-15.pdf";"0,255,0";"1";"м3/ч"
"2015-61877-15.pdf";"0,174,237";"2";"Пределы допускаемой объёма, % относительной погрешности измерений объёма, %"
"2015-61877-15.pdf";"0,174,237";"2";"± 5;"
"2015-61877-15.pdf";"0,255,0";"1";"ºС"
"2015-61877-15.pdf";"0,255,0";"1";"ºС"
"2015-61877-15.pdf";"0,174,237";"2";"Пределы допускаемой относительной погрешности вычислителя в комплекте с температур, датчиками % температуры при вычислении разности температур, %"
"2015-61877-15.pdf";"0,174,237";"2";"± (1+4ΔΘmin/ΔΘ)"
"2015-61908-15.pdf";"255,255,0";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная 220 Люторичи, 110 коммерческого Т-2 уче- та электроэнергии (АИИС КУЭ) ПС 220 кВ Люторичи, Ввод 110 кВ Т-2"
"2015-61908-15.pdf";"0,174,237";"2";"Основ- ная по- ность, греш- ность, % %"
"2015-61908-15.pdf";"0,174,237";"2";"± 1,4"
"2015-62045-15.pdf";"255,255,0";"0";"Твердомеры цифровые LD 3000"
"2015-62045-15.pdf";"0,255,0";"1";"Н:"
"2015-62045-15.pdf";"0,174,237";"2";"± 2,0"
"2015-62045-15.pdf";"0,255,0";"1";"Н:.…………153.2;"
"2015-62045-15.pdf";"0,174,237";"2";"± Бринелля.…................................................8−450 HВ 1,0"
"2015-62045-15.pdf";"0,255,0";"1";"07;"
"2015-62062-15.pdf";"255,255,0";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная «Биргильда» коммерческого учета электроэнергии (АИИС Южно-Уральской КУЭ) тяговой подстанции - «Биргильда» «Российские в границах Челябинской дороги» области Южно-Уральской ЖД - филиала ОАО «Российские железные дороги»"
"2015-62062-15.pdf";"0,174,237";"2";"Пределы допускаемой относительной погрешности ИК при измерении активной электрической энергии в рабочих условиях (δ), эксплуатации АИИС КУЭ (δ), %"
"2015-62062-15.pdf";"0,174,237";"2";"δ100 %, %≤Iизм≤I120%"
"2015-62062-15.pdf";"0,174,237";"2";"±0,8"
"2015-62080-15.pdf";"255,240,102";"0";"Система автоматизированная (АИИС информационно-измерительная КУЭ) «Антропшино» коммерческого учета электроэнергии - (АИИС КУЭ) «Российские тяговой подстанции дороги» «Антропшино» Октябрьской ЖД - филиала ОАО «Российские железные дороги» в границах Ленинградской области"
"2015-62080-15.pdf";"142,221,249";"2";"Пределы допускаемой относительной погрешности ИК при измерении активной электрической энергии в рабочих условиях измерении активной электрической энергии в рабочих условиях (δ), % эксплуатации АИИС КУЭ (δ), % %, %,"
"2015-62080-15.pdf";"142,221,249";"2";"±1,3"
"2015-62088-15.pdf";"255,240,102";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная «Лесная коммерческого Волчанка» учета электроэнергии - (АИИС КУЭ) «Российские тяговой подстанции дороги» «Лесная Волчанка» Свердловской ЖД - филиала ОАО «Российские железные дороги» в границах Свердловской области"
"2015-62088-15.pdf";"142,221,249";"2";"измерении Пределы активной допускаемой электрической относительной энергии погрешности в рабочих ИК условиях при измерении активной электрической энергии в рабочих условиях (δ), % эксплуатации АИИС КУЭ (δ), % δ5 %, δ20 %,"
"2015-62088-15.pdf";"142,221,249";"2";"±1,3"
"2015-62388-15.pdf";"255,240,102";"0";"Система учета электроэнергии автоматизированная (АИИС КУЭ) информационно-измерительная ОАО «Сетевая компания» ЕЭС коммерческого Елабужского учета РЭС 1 электроэнергии (АИИС КУЭ) ОАО «Сетевая компания» ЕЭС Елабужского РЭС 1"
"2015-62388-15.pdf";"142,221,249";"2";"погрешность, основная погрешность, % % 8"
"2015-62388-15.pdf";"142,221,249";"2";"±1,5"
"2015-62454-15.pdf";"255,255,0";"0";"Система автоматизированная информационно-измерительная 220 «Южно-Балыкский коммерческого ГПЗ» учета электроэнергии АИИС КУЭ ЕНЭС ПС 220 кВ «Южно-Балыкский ГПЗ»"
"2015-62454-15.pdf";"0,174,237";"2";"Пределы допускаемой относительной погрешности ИК при измерении активной электрической энергии (δ), в рабочих условиях эксплуатации АИИС КУЭ (δ), %"
"2015-62454-15.pdf";"0,174,237";"2";"δ100 %,"
"2015-62454-15.pdf";"0,174,237";"2";"±1,0"
"2015-62557-15.pdf";"255,240,102";"0";"Потенциостаты-гальваностаты типа Р"
"2015-62557-15.pdf";"124,240,102";"1";"В"
"2015-62557-15.pdf";"142,221,249";"2";"± 0,1"
"2015-62682-15.pdf";"255,255,0";"0";"Система автоматизированная информационно-измерительная 11002 21002 ЦРП-10 коммерческого учета «Континентал электрической Калуга» энергии по вводам № 11002 и 21002 ЦРП-10 кВ ООО «Континентал Калуга»"
"2015-62682-15.pdf";"0,174,237";"2";"±(%) погрешности"
"2015-62682-15.pdf";"0,174,237";"2";"1,3 2,1"
"2015-62915-15.pdf";"255,255,0";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная «Нижневартовский ГПК» коммерческого учета электроэнергии (АИИС КУЭ) ООО «Нижневартовский ГПК» в части Тюменской КС"
"2015-62915-15.pdf";"0,174,237";"2";"Основ- ная ность, погреш- % ность, %"
"2015-62915-15.pdf";"0,174,237";"2";"±0,8"
"2015-62929-15.pdf";"255,255,0";"0";"Расходомеры-счётчики жидкости ультразвуковые РЕЗОНАНС-Д"
"2015-62929-15.pdf";"0,255,0";"1";"м3/час"
"2015-62929-15.pdf";"0,174,237";"2";"± 3,0"
"2015-62929-15.pdf";"0,174,237";"2";"± 1,5"
"2015-62936-15.pdf";"255,240,102";"0";"Источники питания постоянного тока линейные HMC8041, HMC8042, HMC8043"
"2015-62936-15.pdf";"124,240,102";"1";"В Пределы допускаемой"
"2015-62936-15.pdf";"142,221,249";"2";"± (0,0005 ⋅ X + 0,002)"
"2016-03177-11.pdf";"255,240,102";"0";"Термометры ртутные стеклянные отсчётные типа СП-21"
"2016-03177-11.pdf";"124,240,102";"1";"°С °С"
"2016-03177-11.pdf";"142,221,249";"2";"±1,0"
"2016-03177-11.pdf";"142,221,249";"2";"±0,5 минус (свыше до минус 51) 10 до 51)"
"2016-10585-11.pdf";"255,240,102";"0";"Блоки детектирования БДМГ-08Р"
"2016-10585-11.pdf";"124,240,102";"1";"с-1·Гр-1·ч: 5·10-3 5·10-6 – до 1·10"
"2016-10585-11.pdf";"142,221,249";"2";"±25,0"
"2016-14447-11.pdf";"255,255,0";"0";"Счетчики трехфазные ЦЭ6806"
"2016-14447-11.pdf";"0,174,237";"2";"Пределы допускаемых погрешности, значений ос- новной относительной % погрешности, %"
"2016-14447-11.pdf";"0,174,237";"2";"± ( ,0 14 − ,0 04 ⋅ cos ϕ )"
"2016-14447-11.pdf";"0,174,237";"2";"в трехфазной симметричной сети"
"2016-15492-11-1.pdf";"255,240,102";"0";"стояния Комплексы сердечно-сосудистой для автоматизированной системы интегральной «Кардиометр-МТ» оценки функционального со-"
"2016-15492-11-1.pdf";"142,221,249";"2";"±20;"
"2016-18754-12.pdf";"255,255,0";"0";"Газоанализаторы «ХОББИТ-Т»"
"2016-18754-12.pdf";"0,255,0";"1";"Диапазон измерений"
"2016-18754-12.pdf";"0,255,0";"1";"20 мг/м3"
"2016-18754-12.pdf";"0,174,237";"2";"Пределы допускаемой основной погрешности относительной, % абсолютной,"
"2016-18754-12.pdf";"0,174,237";"2";"±25"
"2016-18754-12.pdf";"0,174,237";"2";"±25"
"2016-20706-11.pdf";"255,255,0";"0";"Хроматографы жидкостные и ионные аналитические малогабаритные «ЦветЯуза»"
"2016-20706-11.pdf";"0,174,237";"2";"Значение отклонения среднего установившегося значения температуры более, 0С в Значение термостате отклонения колонок среднего от заданного установившегося значения температуры значения не температуры более, 0С +3"
"2016-21004-11.pdf";"255,240,102";"0";"Анемометры ручные электронные АРЭ"
"2016-21004-11.pdf";"124,240,102";"1";"м/с"
"2016-21004-11.pdf";"142,221,249";"2";"± (0,5 + 0,05·V) чувствительности, более, м/с 0,8"
"2016-25347-11.pdf";"255,255,0";"0";"Источники питания постоянного тока PSP-603, PSP-405, PSP-2010"
"2016-25347-11.pdf";"0,255,0";"1";"Разрешающая параметров: способность установки/индикации выходных – параметров: (U)"
"2016-25347-11.pdf";"0,255,0";"1";"мВ"
"2016-25347-11.pdf";"0,255,0";"1";"мА"
"2016-25347-11.pdf";"0,174,237";"2";"Пределы допускаемой абсолютной погрешности установки напряжения постоянного тока"
"2016-25347-11.pdf";"0,174,237";"2";"± (0,0005 ⋅ U + ⋅ 30 U мВ) + 80 мВ) PSP-405,"
"2016-25347-11.pdf";"0,174,237";"2";"Пределы допускаемой абсолютной погрешности установки силы постоянного тока"
"2016-25347-11.pdf";"0,174,237";"2";"± (0,003 ⋅ I + ⋅ 10 I + мА) 50"
"2016-27264-11.pdf";"255,255,0";"0";"Тахометры АТТ серии 6000"
"2016-27264-11.pdf";"0,255,0";"1";"Диапазон измерения:"
"2016-27264-11.pdf";"0,255,0";"1";"об/мин;"
"2016-27264-11.pdf";"0,174,237";"2";"Пределы допускаемой относительной погрешности измерения частоты вращения, %"
"2016-27264-11.pdf";"0,174,237";"2";"± (0,1 %+1е.м.р.)"
"2016-28858-11.pdf";"255,255,0";"0";"Контроллеры многофункциональные КР-500, КР-500М"
"2016-28858-11.pdf";"0,174,237";"2";"Пределы до- ос- пускаемой приве- ос- новной приве- по- денной по- грешности"
"2016-28858-11.pdf";"0,174,237";"2";"± 0,1%"
"2016-28858-11.pdf";"0,255,0";"1";"Диапазоны вход- ных сигналов"
"2016-28858-11.pdf";"0,255,0";"1";"мА"
"2016-28858-11.pdf";"0,255,0";"1";"мА В"
"2016-31545-11.pdf";"255,240,102";"0";"Устройства измерительно-управляющие LOGO!"
"2016-31545-11.pdf";"124,240,102";"1";"Диапазоны сигналов входных сигналов"
"2016-31545-11.pdf";"124,240,102";"1";"от 0 до 10 В"
"2016-31545-11.pdf";"142,221,249";"2";"допускаемой Пределы приве- денной допускаемой в рабочих погрешности условиях приве- в рабочих условиях применения"
"2016-31545-11.pdf";"142,221,249";"2";"±1,5 %"
"2016-32358-11.pdf";"255,255,0";"0";"Амперметры и вольтметры цифровые щитовые серии 3020"
"2016-32358-11.pdf";"0,255,0";"1";"А"
"2016-32358-11.pdf";"0,174,237";"2";"± 0,2 45"
"2016-32358-11.pdf";"0,255,0";"1";"В"
"2016-32358-11.pdf";"0,174,237";"2";"± 0,2 45"
"2016-32475-11.pdf";"255,240,102";"0";"Термометры биметаллические серии T"
"2016-32475-11.pdf";"124,240,102";"1";"°С пока- 50…+50"
"2016-32475-11.pdf";"142,221,249";"2";"± °С 1"
"2016-32475-11.pdf";"142,221,249";"2";"1 1"
"2016-44695-13.pdf";"255,240,102";"0";"Система учета электроэнергии автоматизированная (АИИС КУЭ) информационно-измерительная ОАО «Нижнекамскнефтехим» с коммерческого Изменениями учета №№ 1, электроэнергии 2 (АИИС КУЭ) ОАО «Нижнекамскнефтехим» с Изменениями №№ 1, 2"
"2016-44695-13.pdf";"142,221,249";"2";"±δ), дове- %, рительной вероятно- при дове- вероятно- P=0,95 сти P=0,95 9"
"2016-44695-13.pdf";"142,221,249";"2";"0,8"
"2016-46512-11.pdf";"255,255,0";"0";"ИДМ-65ПВВР, Измерители длины ИДМ-65ПВР, материалов ИДМ-120 ИДМ моделей ИДМ-20, ИДМ-30, ИДМ-65ПВВР, ИДМ-65ПВР, ИДМ-120"
"2016-46512-11.pdf";"0,255,0";"1";"м"
"2016-46512-11.pdf";"0,174,237";"2";"±(0,1+0,01·L),"
"2016-46659-11.pdf";"255,240,102";"0";"Клещи АРРА A7D, электроизмерительные АРРА A9, АРРА A10N АРРА А6, АРРА A6D, АРРА A6DR, АРРА A7A, АРРА A7D, АРРА A9, АРРА A10N"
"2017-68927-17.pdf";"0,255,0";"1";"мА"
"2016-46659-11.pdf";"142,221,249";"2";"Пределы допускаемой абсолютной погрешности измерений погрешности измерений"
"2016-46659-11.pdf";"142,221,249";"2";"± (0,01 ⋅ U + 2 е.м.р.)"
"2016-47884-11.pdf";"255,240,102";"0";"Мультиметры цифровые с системой сбора данных и коммутации 34980A"
"2016-47884-11.pdf";"124,240,102";"1";"Предел измерений 100 мВ; 1 В; 10 В; 100 В; 300 В погрешно-"
"2016-47884-11.pdf";"142,221,249";"2";"± (4 ⋅ 10-5 D + 7 ⋅ 10-6 E)"
"2016-48063-11.pdf";"255,240,102";"0";"Тахеометры электронные Leica TDRA6000"
"2016-48063-11.pdf";"124,240,102";"1";"…° ±145 Предел допускаемой абсолютной погрешности измере-"
"2016-48063-11.pdf";"142,221,249";"2";"ний Предел расстояний допускаемой в безотражательном абсолютной погрешности режиме, MPE, измере- мм изме- 2,0"
"2016-48282-11.pdf";"255,240,102";"0";"Пиргелиометры СHP 1"
"2016-48282-11.pdf";"124,240,102";"1";"кВт/м2"
"2016-48282-11.pdf";"142,221,249";"2";"Предел допускаемой освещенности, относительной % погрешности измерений энергетической освещенности, % размеры, 4"
"2016-48377-11.pdf";"255,240,102";"0";"Система автоматизированная (мощности) информационно-измерительная (АИИС КУЭ) 500 коммерческого учета электроэнергии (мощности) (АИИС КУЭ) ПС 500 кВ Красноармейская"
"2016-48377-11.pdf";"142,221,249";"2";"±0,6"
"2016-48377-11.pdf";"142,221,249";"2";"Основная погрешность, Основная погрешность, Основная погрешность, Основная погрешность, Основная погрешность, Основная погрешность, Основная погрешность, Основная погрешность, погрешность, погрешность, погрешность, погрешность, погрешность, погрешность, % погрешность, % погрешность, погрешность, погрешность, погрешность, погрешность, %"
"2016-48786-11.pdf";"255,240,102";"0";"Нефелометры ПЕЛЕНГ СЛ-03"
"2016-48786-11.pdf";"124,240,102";"1";"км"
"2016-48786-11.pdf";"142,221,249";"2";"±15"
"2016-48794-11-1.pdf";"255,240,102";"0";"Системы измерений длительности соединений MSoftX3000"
"2016-48794-11-1.pdf";"124,240,102";"1";"Диапазон соединений измерений длительности соединений Пределы от 1 с до 24 ч"
"2016-48794-11-1.pdf";"142,221,249";"2";"±1 с"
"2016-48905-12.pdf";"255,240,102";"0";"Измерители магнитной индукции П3-81"
"2016-48905-12.pdf";"124,240,102";"1";"2 до 2000 мТл"
"2016-48905-12.pdf";"142,221,249";"2";"± (0,02 + 0,1·Ви) значение , где магнитной Ви – измеренное индукции значение магнитной (показание индукции измерителя), питания (показание измерителя), мТл"
"2016-53543-13.pdf";"255,255,0";"0";"Анализаторы паров этанола в выдыхаемом воздухе Drivesafe II"
"2016-53543-13.pdf";"0,174,237";"2";"± 5) °C"
"2016-53543-13.pdf";"0,174,237";"2";"абсолютной"
"2016-53543-13.pdf";"0,174,237";"2";"±0,03 мг/л"
"2016-53543-13.pdf";"0,255,0";"1";"мг/л"
"2016-58501-14-2.pdf";"255,255,0";"0";"Анализаторы полупроводниковых приборов B1500A"
"2016-58501-14-2.pdf";"0,174,237";"2";"± (0,00018U + 400 мкВ)"
"2016-58501-14-2.pdf";"0,174,237";"2";"± (0,00018U + 3 мВ)"
"2016-63041-16.pdf";"255,240,102";"0";"Анализаторы хроматографические автоматические ACA-LIGA"
"2016-63041-16.pdf";"124,240,102";"1";"Диапазон массовой измерений концен- массовой трации концен-"
"2016-63041-16.pdf";"124,240,102";"1";"5-5000 мкг/м3 5-10000 мкг/м3 мкг/м3"
"2016-63041-16.pdf";"142,221,249";"2";"мой Пределы погрешности, относительной допускае- % погрешности, %"
"2016-63041-16.pdf";"142,221,249";"2";"± 15"
"2016-63089-16.pdf";"255,255,0";"0";"Установки трубопоршневые Сапфир НГИ-300"
"2016-63089-16.pdf";"0,255,0";"1";"м3/ч м3"
"2016-63089-16.pdf";"0,174,237";"2";"±0,1"
"2016-63104-16.pdf";"255,240,102";"0";"Преобразователи уровня измерительные MG-AV4U-VK5"
"2016-63104-16.pdf";"124,240,102";"1";"%.......................± от 240 до 1690 1"
"2016-63104-16.pdf";"142,221,249";"2";"± 4 20 1"
"2016-63140-16.pdf";"255,240,102";"0";"Система автоматизированная информационно-измерительная 330 «Сясь» коммерческого учета электроэнергии АИИС КУЭ ЕНЭС ПС 330 кВ «Сясь»"
"2016-63140-16.pdf";"142,221,249";"2";"3"
"2016-63140-16.pdf";"142,221,249";"2";"Пределы допускаемой относительной погрешности ИК при измерении активной электрической энергии (δ), в рабочих % условиях эксплуатации АИИС КУЭ (δ), % δ1(2)%, δ5 %, δ20 %, δ100"
"2016-63199-16.pdf";"255,240,102";"0";"Пылемеры PL-3"
"2016-63199-16.pdf";"124,240,102";"1";"% от ±20 15 до 200"
"2016-63199-16.pdf";"124,240,102";"1";"1. 2. Диапазон"
"2016-63199-16.pdf";"142,221,249";"2";"±20 аэрозоля."
"2016-63245-16.pdf";"255,240,102";"0";"Система автоматизированная (мощности) информационно-измерительная «Татэнергосбыт» коммерческого учета электрической энергии (мощности) АИИС КУЭ ОАО «Татэнергосбыт» седьмая очередь"
"2017-68927-17.pdf";"0,255,0";"1";"мкФ"
"2016-63245-16.pdf";"142,221,249";"2";"основная погреш- ность, погреш- % 8"
"2016-63245-16.pdf";"142,221,249";"2";"±0,8"
"2016-63275-16.pdf";"255,255,0";"0";"Шумомеры Larson Davis 831, Larson Davis LxT"
"2016-63275-16.pdf";"0,255,0";"1";"(частотная Диапазон измерений уровня А), звукового отн. 20 давления (частотная Диапазон измерений коррекция уровня А), дБ звукового отн. 20 мкПа давления шумомера,"
"2016-63275-16.pdf";"0,174,237";"2";"± 0,7"
"2016-63397-16.pdf";"255,240,102";"0";"Система учета электроэнергии автоматизированная ОАО «Сетевая информационно-измерительная компания» ПЭС Рыбно-Слободского коммерческого РЭС 2 учета электроэнергии ОАО «Сетевая компания» ПЭС Рыбно-Слободского РЭС 2"
"2016-63397-16.pdf";"142,221,249";"2";"погрешность, основная погрешность, % %"
"2016-63397-16.pdf";"142,221,249";"2";"±1,5"
"2016-63519-16-1.pdf";"255,255,0";"0";"Комплексы измерительные «Суперфлоу 23СГ»"
"2016-63519-16-1.pdf";"0,255,0";"1";"Qmах м3/ч м3/ч Qmах м3/ч"
"2016-63519-16-1.pdf";"0,174,237";"2";"Пределы допускаемой газа, основной относительной погрешности условиям, измерений объёма газа, приведенного Qmax к стандартным Qt условиям, %: в диапазоне расходов от Qmax Qt до Qt Qmin"
"2016-63519-16-1.pdf";"0,174,237";"2";"±2,1"
"2016-63687-16.pdf";"255,255,0";"0";"Антенны логопериодические R&S HL040Е"
"2016-63687-16.pdf";"0,255,0";"1";"Коэффициент калибровки в диапазоне рабочих частот, дБ/м калибровки,"
"2016-63687-16.pdf";"0,174,237";"2";"±2 2,0"
"2016-63721-16-1.pdf";"255,240,102";"0";"Система учета электроэнергии автоматизированная АИИС КУЭ информационно-измерительная ЕНЭС ПС 220 кВ «Т-10» коммерческого учета электроэнергии АИИС КУЭ ЕНЭС ПС 220 кВ «Т-10»"
"2016-63721-16-1.pdf";"142,221,249";"2";"Границы интервала допускаемой относительной погрешности ИК при измерении активной электрической энергии (δ), % в рабочих условиях эксплуатации АИИС КУЭ (δ), % %, δ20 %, δ100"
"2016-63721-16-1.pdf";"142,221,249";"2";"±2,4"
"2016-63886-16.pdf";"255,240,102";"0";"Газоанализаторы Ultima Х модель Ultima XA"
"2016-63886-16.pdf";"124,240,102";"1";"5"
"2016-63886-16.pdf";"142,221,249";"2";"±0,5"
"2016-63902-16.pdf";"255,255,0";"0";"Система измерений количества «Обустройство и параметров Яро-Яхинского природного газа в составе узла коммерческого месторождения» учета газа «Обустройство Яро-Яхинского нефтегазоконденсатного месторождения»"
"2016-63902-16.pdf";"0,255,0";"1";"Объемный расход газа при стандартных условиях, м3/ч газа,"
"2016-63902-16.pdf";"0,174,237";"2";"±0,8"
"2016-63908-16.pdf";"255,255,0";"0";"Счётчики «Меркурий электрической 208» энергии статические однофазные с выносным индикато- ром «Меркурий 208»"
"2016-63940-16.pdf";"255,240,102";"0";"Дозаторы весовые дискретного действия ВСЕЛУГтм ДВН"
"2016-63940-16.pdf";"124,240,102";"1";"Наибольший предел (Мах), кг 50; 2000 (Min),"
"2016-64088-16.pdf";"255,255,0";"0";"Газосигнализаторы автоматические ГСА/АИГ"
"2016-64106-16.pdf";"255,255,0";"0";"Имитаторы сигналов спутниковых навигационных систем GSS8000"
"2016-64106-16.pdf";"0,174,237";"2";"±0,5"
"2016-64125-16.pdf";"255,255,0";"0";"Система автоматизированная информационно-измерительная «МАРС МЕРА 3М»"
"2016-64125-16.pdf";"0,255,0";"1";"кН"
"2016-64125-16.pdf";"0,255,0";"1";"кг/c"
"2016-64125-16.pdf";"0,255,0";"1";"полным кПа"
"2016-64125-16.pdf";"0,174,237";"2";"Пределы допускаемой относительной (абсолютной*)"
"2016-64125-16.pdf";"0,174,237";"2";"±0,5 % ИЗ2)"
"2016-64125-16.pdf";"0,174,237";"2";"±0,5 % ИЗ4)"
"2016-64125-16.pdf";"0,174,237";"2";"±0,05*"
"2016-64125-16.pdf";"0,255,0";"1";"°С (К)"
"2016-64125-16.pdf";"0,174,237";"2";"±0,5 % ИЗ"
"2016-64138-16.pdf";"255,255,0";"0";"Антенны дипольные активные П6-51М/1"
"2016-64138-16.pdf";"0,174,237";"2";"±2"
"2016-64188-16.pdf";"255,240,102";"0";"Индикаторы ИЧ и ИЧЦ"
"2016-64188-16.pdf";"124,240,102";"1";"Диапа- зон из- мм"
"2016-64188-16.pdf";"142,221,249";"2";"Наибольшая погрешностей разность инди- погрешностей катора инди-"
"2016-64188-16.pdf";"142,221,249";"2";"на участке любом участке диапазона измере- ния, измере- мм"
"2016-64188-16.pdf";"142,221,249";"2";"4 6"
"2016-64199-16-2.pdf";"255,240,102";"0";"Тепловычислители СПТ944"
